2	100x128x56	0.00022512	9.9712e-05	2.2577
1	128x64x128	0.000234144	9.6928e-05	2.41565
0	64x64x64	0.00021232	8.4864e-05	2.50189
3	128x64x128	0.000214304	9.536e-05	2.24732
4	32x128x32	0.00018496	8.3648e-05	2.21117
5	200x100x256	0.000313408	0.000132032	2.37373
6	256x256x256	0.000374208	0.000249728	1.49846
7	256x300x256	0.00038304	0.000216096	1.77255
8	64x128x64	0.000214112	9.1744e-05	2.3338
9	256x256x257	0.00036528	0.0001792	2.03839
0	64x64x64	0.000186176	8.64e-05	2.15481
1	128x64x128	0.00021024	0.000140832	1.49284
2	100x128x56	0.000216352	0.000102208	2.11678
3	128x64x128	0.000210624	0.000126048	1.67098
4	32x128x32	0.00018496	9.9808e-05	1.85316
5	200x100x256	0.00029216	0.000131392	2.22358
8	64x128x64	0.000200832	9.6096e-05	2.08991
6	256x256x256	0.000374368	0.0003544	1.05634
7	256x300x256	0.00037344	0.000376768	0.991167
9	256x256x257	0.000365344	0.000260352	1.40327
2	100x128x56	0.00021968	0.000101888	2.15609
0	64x64x64	0.000189888	7.9712e-05	2.38218
1	128x64x128	0.000215232	0.000110208	1.95296
3	128x64x128	0.000212032	0.000100928	2.10082
5	200x100x256	0.00031328	0.000143296	2.18624
4	32x128x32	0.000193184	9.2416e-05	2.09037
8	64x128x64	0.000208352	9.7824e-05	2.12987
6	256x256x256	0.000367968	0.00035472	1.03735
7	256x300x256	0.000383392	0.00036704	1.04455
9	256x256x257	0.000354368	0.00025584	1.38512
0	64x64x64	0.000159648	7.824e-05	2.04049
2	100x128x56	0.000219328	8.976e-05	2.44349
1	128x64x128	0.000214816	9.216e-05	2.3309
3	128x64x128	0.00022176	0.000117984	1.87958
4	32x128x32	0.000189472	8.24e-05	2.29942
5	200x100x256	0.000317728	0.000131072	2.42407
6	256x256x256	0.000355744	0.000318912	1.11549
8	64x128x64	0.000206304	8.608e-05	2.39665
7	256x300x256	0.000380736	0.0001896	2.0081
9	256x256x257	0.000396384	0.00017472	2.26868
0	64x64x64	0.000183296	8.1504e-05	2.24892
1	128x64x128	0.00020784	0.000128896	1.61246
2	100x128x56	0.000223904	8.9472e-05	2.5025
3	128x64x128	0.000211168	9.9712e-05	2.11778
4	32x128x32	0.00019056	8.2176e-05	2.31893
5	200x100x256	0.000312608	0.000123168	2.53806
6	256x256x256	0.000375712	0.000224928	1.67037
7	256x300x256	0.000390752	0.000241632	1.61714
8	64x128x64	0.000219232	8.688e-05	2.52339
9	256x256x257	0.00036688	0.000174272	2.10521
